Customer ID,Age,agr_group,Gender,Item Purchased,Category,Purchase Amount (USD),Purchase Amount in INR,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3141,34,adults,Female,Gloves,Accessories,44,3732.52,Alaska,XL,Peach,Summer,4.6,No,Debit Card,Free Shipping,No,No,37,Bank Transfer,Weekly
3142,36,adults,Female,Sunglasses,Accessories,30,2544.9,Mississippi,S,Peach,Winter,4.9,No,Venmo,Express,No,No,47,Credit Card,Bi-Weekly
3143,23,Young adults,Female,Sneakers,Footwear,21,1781.43,Kansas,L,Magenta,Winter,4,No,PayPal,2-Day Shipping,No,No,1,Venmo,Quarterly
3144,68,Seniors ,Female,Hoodie,Clothing,22,1866.26,Arizona,M,Purple,Summer,2.9,No,Debit Card,Store Pickup,No,No,26,Cash,Quarterly
3145,23,Young adults,Female,Boots,Footwear,70,5938.1,Maine,L,Beige,Spring,2.6,No,Bank Transfer,Free Shipping,No,No,12,Debit Card,Quarterly
3146,57,Middle-aged adults,Female,Handbag,Accessories,29,2460.07,Texas,XL,Purple,Spring,4.6,No,Debit Card,Standard,No,No,16,PayPal,Fortnightly
3147,21,Young adults,Female,Shirt,Clothing,83,7040.89,Virginia,S,Yellow,Winter,4.9,No,Bank Transfer,Free Shipping,No,No,19,PayPal,Annually
3148,45,adults,Female,Sweater,Clothing,99,8398.17,North Dakota,M,Pink,Winter,4.3,No,Cash,Express,No,No,21,Credit Card,Weekly
3149,37,adults,Female,Shorts,Clothing,35,2969.05,West Virginia,L,Purple,Fall,4.3,No,Credit Card,Free Shipping,No,No,15,Venmo,Weekly
3150,18,children,Female,Belt,Accessories,40,3393.2,North Carolina,M,Lavender,Winter,4.6,No,Debit Card,Free Shipping,No,No,9,Venmo,Annually
3151,55,Middle-aged adults,Female,Blouse,Clothing,25,2120.75,Georgia,M,Peach,Spring,2.6,No,Venmo,Express,No,No,7,Bank Transfer,Bi-Weekly
3152,52,Middle-aged adults,Female,T-shirt,Clothing,64,5429.12,New Mexico,L,Orange,Fall,3.1,No,Cash,2-Day Shipping,No,No,47,Bank Transfer,Quarterly
3153,49,Middle-aged adults,Female,Belt,Accessories,90,7634.7,North Carolina,M,Red,Fall,3.1,No,Venmo,Store Pickup,No,No,17,PayPal,Monthly
3154,56,Middle-aged adults,Female,Socks,Clothing,88,7465.04,Alabama,L,Red,Fall,3.1,No,Bank Transfer,Next Day Air,No,No,46,Venmo,Fortnightly
3155,27,Young adults,Female,Belt,Accessories,55,4665.65,Connecticut,M,Gold,Winter,4.4,No,Venmo,Standard,No,No,32,Cash,Quarterly
3156,22,Young adults,Female,Handbag,Accessories,90,7634.7,Montana,M,Brown,Fall,4.3,No,PayPal,Free Shipping,No,No,34,Cash,Annually
3157,18,children,Female,Shirt,Clothing,50,4241.5,Montana,M,Black,Winter,3.1,No,Cash,2-Day Shipping,No,No,18,Cash,Monthly
3158,21,Young adults,Female,Belt,Accessories,34,2884.22,Maine,L,Red,Fall,3.1,No,Bank Transfer,Store Pickup,No,No,5,Debit Card,Fortnightly
3159,30,Young adults,Female,Jewelry,Accessories,77,6531.91,Mississippi,M,Gray,Winter,4.9,No,PayPal,2-Day Shipping,No,No,44,Credit Card,Monthly
3160,62,Seniors ,Female,Hat,Accessories,89,7549.87,Louisiana,L,Pink,Winter,2.9,No,PayPal,Store Pickup,No,No,4,Bank Transfer,Quarterly
3161,28,Young adults,Female,Backpack,Accessories,87,7380.21,Nebraska,XL,Turquoise,Fall,3.8,No,Debit Card,Next Day Air,No,No,37,Cash,Fortnightly
3162,66,Seniors ,Female,Dress,Clothing,77,6531.91,Massachusetts,S,Charcoal,Winter,4.2,No,Cash,2-Day Shipping,No,No,43,Cash,Monthly
3163,66,Seniors ,Female,Shoes,Footwear,85,7210.55,Wisconsin,L,Blue,Winter,3.9,No,Credit Card,Standard,No,No,28,Bank Transfer,Quarterly
3164,49,Middle-aged adults,Female,Pants,Clothing,66,5598.78,Nebraska,XL,Turquoise,Summer,2.8,No,Bank Transfer,Express,No,No,36,Cash,Monthly
3165,40,adults,Female,Dress,Clothing,32,2714.56,Arizona,L,Silver,Winter,2.6,No,Cash,Standard,No,No,16,Credit Card,Annually
3166,49,Middle-aged adults,Female,Jacket,Outerwear,92,7804.36,Hawaii,M,Lavender,Spring,3,No,PayPal,Store Pickup,No,No,38,Bank Transfer,Every 3 Months
3167,19,Young adults,Female,Shirt,Clothing,80,6786.4,Georgia,M,Gold,Winter,2.7,No,Debit Card,Next Day Air,No,No,37,Bank Transfer,Fortnightly
3168,24,Young adults,Female,Dress,Clothing,78,6616.74,Oregon,M,Blue,Fall,2.8,No,Venmo,2-Day Shipping,No,No,9,Cash,Bi-Weekly
3169,31,adults,Female,Jeans,Clothing,24,2035.92,Montana,M,Orange,Spring,2.9,No,Bank Transfer,2-Day Shipping,No,No,14,PayPal,Fortnightly
3170,35,adults,Female,T-shirt,Clothing,59,5004.97,Georgia,M,White,Fall,3.8,No,Venmo,Free Shipping,No,No,3,Venmo,Weekly
3171,65,Seniors ,Female,Sunglasses,Accessories,41,3478.03,Rhode Island,XL,Charcoal,Spring,4.4,No,Debit Card,Express,No,No,10,Credit Card,Fortnightly
3172,68,Seniors ,Female,Jewelry,Accessories,26,2205.58,Tennessee,M,Maroon,Spring,3.1,No,Credit Card,Express,No,No,26,Bank Transfer,Bi-Weekly
3173,57,Middle-aged adults,Female,Socks,Clothing,52,4411.16,Missouri,M,Olive,Fall,3.7,No,Venmo,Standard,No,No,30,Debit Card,Bi-Weekly
3174,69,Seniors ,Female,Skirt,Clothing,46,3902.18,Washington,L,Teal,Summer,4.9,No,Cash,Next Day Air,No,No,32,PayPal,Fortnightly
3175,45,adults,Female,Pants,Clothing,52,4411.16,Oklahoma,L,Orange,Winter,3.8,No,PayPal,Store Pickup,No,No,35,PayPal,Monthly
3176,35,adults,Female,Socks,Clothing,42,3562.86,Connecticut,M,Maroon,Fall,3.4,No,Debit Card,Store Pickup,No,No,26,Debit Card,Every 3 Months
3177,36,adults,Female,Sandals,Footwear,37,3138.71,Arkansas,XL,Turquoise,Spring,4.6,No,Cash,2-Day Shipping,No,No,39,Credit Card,Monthly
3178,55,Middle-aged adults,Female,Belt,Accessories,52,4411.16,Missouri,L,Beige,Fall,3.2,No,Credit Card,Standard,No,No,31,Credit Card,Monthly
3179,66,Seniors ,Female,Sandals,Footwear,34,2884.22,Washington,L,Beige,Spring,2.7,No,Cash,Free Shipping,No,No,28,Credit Card,Annually
3180,57,Middle-aged adults,Female,Shorts,Clothing,88,7465.04,Idaho,M,Olive,Spring,4.3,No,Debit Card,Free Shipping,No,No,12,Debit Card,Bi-Weekly
3181,18,children,Female,Handbag,Accessories,88,7465.04,Montana,L,Turquoise,Fall,3.8,No,Cash,Standard,No,No,46,PayPal,Weekly
3182,31,adults,Female,Jacket,Outerwear,51,4326.33,Montana,M,Charcoal,Summer,4.4,No,Cash,Free Shipping,No,No,27,PayPal,Every 3 Months
3183,50,Middle-aged adults,Female,Sunglasses,Accessories,97,8228.51,Georgia,L,Green,Fall,3.6,No,PayPal,Free Shipping,No,No,4,Credit Card,Annually
3184,50,Middle-aged adults,Female,Sneakers,Footwear,56,4750.48,Mississippi,M,Green,Winter,3.5,No,Debit Card,Standard,No,No,14,Cash,Every 3 Months
3185,61,Seniors ,Female,Sweater,Clothing,53,4495.99,Hawaii,L,Green,Spring,4.2,No,Credit Card,2-Day Shipping,No,No,30,Venmo,Quarterly
3186,52,Middle-aged adults,Female,Skirt,Clothing,71,6022.93,Ohio,L,Gold,Fall,4.7,No,Credit Card,Express,No,No,6,PayPal,Annually
3187,38,adults,Female,Jewelry,Accessories,93,7889.19,Virginia,S,Cyan,Winter,4.8,No,PayPal,Store Pickup,No,No,43,Venmo,Annually
3188,67,Seniors ,Female,Blouse,Clothing,72,6107.76,Texas,L,Indigo,Winter,3.2,No,Credit Card,Free Shipping,No,No,28,Debit Card,Weekly
3189,42,adults,Female,Blouse,Clothing,59,5004.97,Vermont,M,Lavender,Winter,3.5,No,Venmo,Standard,No,No,39,Bank Transfer,Monthly
3190,25,Young adults,Female,Boots,Footwear,87,7380.21,Kansas,M,Beige,Summer,4.2,No,PayPal,Store Pickup,No,No,30,PayPal,Bi-Weekly
3191,41,adults,Female,Jeans,Clothing,78,6616.74,California,S,Purple,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly
3192,62,Seniors ,Female,Hoodie,Clothing,68,5768.44,Mississippi,XL,Maroon,Winter,4.7,No,Bank Transfer,Store Pickup,No,No,42,Credit Card,Every 3 Months
3193,19,Young adults,Female,Sweater,Clothing,76,6447.08,Iowa,S,Maroon,Fall,3,No,Credit Card,Free Shipping,No,No,20,Cash,Fortnightly
3194,63,Seniors ,Female,Gloves,Accessories,99,8398.17,Virginia,L,Teal,Winter,4,No,PayPal,Express,No,No,35,Credit Card,Fortnightly
3195,43,adults,Female,Sneakers,Footwear,52,4411.16,Maryland,L,Gold,Summer,4.6,No,Debit Card,Standard,No,No,10,Credit Card,Bi-Weekly
3196,68,Seniors ,Female,Sunglasses,Accessories,58,4920.14,Missouri,S,Red,Spring,4.9,No,Debit Card,Next Day Air,No,No,36,Credit Card,Quarterly
3197,24,Young adults,Female,Belt,Accessories,59,5004.97,Wisconsin,L,Maroon,Winter,2.8,No,Debit Card,Express,No,No,21,Debit Card,Fortnightly
3198,27,Young adults,Female,Sweater,Clothing,71,6022.93,Maine,M,Teal,Spring,3.2,No,Bank Transfer,Free Shipping,No,No,29,Credit Card,Every 3 Months
3199,61,Seniors ,Female,Gloves,Accessories,94,7974.02,Pennsylvania,L,Peach,Winter,2.8,No,Cash,Free Shipping,No,No,39,Debit Card,Weekly
3200,59,Middle-aged adults,Female,Handbag,Accessories,40,3393.2,Maine,XL,Pink,Winter,4.2,No,PayPal,Express,No,No,16,PayPal,Monthly
3201,67,Seniors ,Female,Socks,Clothing,24,2035.92,Missouri,L,Black,Spring,4.8,No,PayPal,Free Shipping,No,No,32,Credit Card,Monthly
3202,46,Middle-aged adults,Female,Pants,Clothing,38,3223.54,Vermont,S,Indigo,Fall,2.8,No,Credit Card,2-Day Shipping,No,No,34,Cash,Monthly
3203,65,Seniors ,Female,Scarf,Accessories,37,3138.71,Wisconsin,L,Green,Fall,4.5,No,Bank Transfer,Standard,No,No,38,Venmo,Annually
3204,63,Seniors ,Female,Coat,Outerwear,29,2460.07,New Jersey,L,Teal,Spring,4.1,No,Cash,Express,No,No,14,Venmo,Annually
3205,57,Middle-aged adults,Female,Jacket,Outerwear,92,7804.36,New Mexico,XL,Lavender,Fall,4.3,No,Credit Card,Free Shipping,No,No,23,Debit Card,Bi-Weekly
3206,40,adults,Female,Hoodie,Clothing,24,2035.92,Colorado,XL,Magenta,Fall,4.4,No,Debit Card,2-Day Shipping,No,No,50,Bank Transfer,Every 3 Months
3207,36,adults,Female,Boots,Footwear,52,4411.16,California,M,Brown,Winter,3,No,Debit Card,Free Shipping,No,No,49,PayPal,Monthly
3208,67,Seniors ,Female,Socks,Clothing,29,2460.07,Arizona,XL,Beige,Summer,2.7,No,Debit Card,Next Day Air,No,No,14,PayPal,Annually
3209,61,Seniors ,Female,Jewelry,Accessories,30,2544.9,Indiana,L,Indigo,Winter,3.3,No,PayPal,2-Day Shipping,No,No,42,PayPal,Weekly
3210,64,Seniors ,Female,Shoes,Footwear,31,2629.73,Arkansas,L,Peach,Fall,4.3,No,Bank Transfer,Standard,No,No,39,Debit Card,Annually
3211,30,Young adults,Female,Socks,Clothing,67,5683.61,Nevada,M,Magenta,Summer,2.9,No,Debit Card,Express,No,No,43,Venmo,Bi-Weekly
3212,53,Middle-aged adults,Female,Pants,Clothing,65,5513.95,Rhode Island,L,Turquoise,Winter,4.9,No,Credit Card,Standard,No,No,12,Cash,Monthly
3213,27,Young adults,Female,Sneakers,Footwear,22,1866.26,Wyoming,M,Indigo,Winter,3.6,No,Bank Transfer,2-Day Shipping,No,No,21,Debit Card,Weekly
3214,27,Young adults,Female,Sunglasses,Accessories,56,4750.48,Texas,M,Brown,Winter,3.3,No,Venmo,Standard,No,No,33,Credit Card,Monthly
3215,53,Middle-aged adults,Female,Skirt,Clothing,78,6616.74,Washington,M,Yellow,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,6,Debit Card,Annually
3216,34,adults,Female,Coat,Outerwear,90,7634.7,Rhode Island,M,Magenta,Summer,2.7,No,Bank Transfer,Free Shipping,No,No,10,PayPal,Every 3 Months
3217,39,adults,Female,Hoodie,Clothing,85,7210.55,Illinois,S,Olive,Winter,3.4,No,Debit Card,Next Day Air,No,No,18,Cash,Weekly
3218,44,adults,Female,Sunglasses,Accessories,58,4920.14,Oregon,M,Silver,Fall,3.4,No,PayPal,Express,No,No,46,Venmo,Weekly
3219,37,adults,Female,Skirt,Clothing,34,2884.22,Florida,M,Teal,Fall,3.9,No,Venmo,Express,No,No,49,PayPal,Monthly
3220,57,Middle-aged adults,Female,Coat,Outerwear,40,3393.2,Kansas,L,White,Summer,3.5,No,Bank Transfer,2-Day Shipping,No,No,39,Credit Card,Weekly
3221,38,adults,Female,Handbag,Accessories,29,2460.07,North Dakota,M,Blue,Fall,4.1,No,PayPal,Free Shipping,No,No,16,Cash,Monthly
3222,21,Young adults,Female,T-shirt,Clothing,76,6447.08,New Hampshire,M,Yellow,Winter,3.2,No,Credit Card,Standard,No,No,28,Cash,Annually
3223,45,adults,Female,Sunglasses,Accessories,84,7125.72,Texas,S,Maroon,Fall,4.6,No,Debit Card,Store Pickup,No,No,22,PayPal,Quarterly
3224,68,Seniors ,Female,Shirt,Clothing,65,5513.95,Montana,S,Gray,Spring,3.9,No,PayPal,Standard,No,No,36,Venmo,Bi-Weekly
3225,37,adults,Female,Hoodie,Clothing,80,6786.4,Delaware,L,Indigo,Winter,2.7,No,Cash,Free Shipping,No,No,18,PayPal,Monthly
3226,53,Middle-aged adults,Female,Blouse,Clothing,98,8313.34,New Hampshire,M,Pink,Fall,3,No,Credit Card,Store Pickup,No,No,31,Credit Card,Weekly
3227,57,Middle-aged adults,Female,Sneakers,Footwear,71,6022.93,Minnesota,XL,Beige,Spring,3.3,No,Debit Card,Next Day Air,No,No,38,Bank Transfer,Fortnightly
3228,28,Young adults,Female,Scarf,Accessories,69,5853.27,Alaska,XL,White,Fall,2.7,No,Credit Card,Free Shipping,No,No,42,Debit Card,Quarterly
3229,37,adults,Female,Jewelry,Accessories,95,8058.85,Connecticut,M,Yellow,Spring,4.6,No,Credit Card,2-Day Shipping,No,No,27,PayPal,Annually
3230,54,Middle-aged adults,Female,Pants,Clothing,67,5683.61,Connecticut,M,Teal,Fall,2.7,No,Debit Card,Express,No,No,24,Cash,Monthly
3231,49,Middle-aged adults,Female,Sneakers,Footwear,49,4156.67,Kansas,M,Olive,Summer,2.5,No,Venmo,Next Day Air,No,No,38,Debit Card,Annually
3232,62,Seniors ,Female,Shoes,Footwear,97,8228.51,Nevada,M,Maroon,Winter,4.4,No,PayPal,Free Shipping,No,No,9,Credit Card,Annually
3233,45,adults,Female,T-shirt,Clothing,34,2884.22,Massachusetts,M,White,Spring,4,No,PayPal,Next Day Air,No,No,19,Bank Transfer,Monthly
3234,45,adults,Female,Belt,Accessories,74,6277.42,Indiana,M,Lavender,Fall,3.8,No,Credit Card,Express,No,No,11,Debit Card,Bi-Weekly
3235,49,Middle-aged adults,Female,Jewelry,Accessories,96,8143.68,Washington,M,Black,Winter,2.5,No,Bank Transfer,2-Day Shipping,No,No,16,Debit Card,Quarterly
3236,27,Young adults,Female,Belt,Accessories,68,5768.44,Kansas,M,Green,Summer,4,No,Venmo,Free Shipping,No,No,18,Venmo,Monthly
3237,63,Seniors ,Female,Belt,Accessories,84,7125.72,South Carolina,L,Olive,Fall,4.1,No,Venmo,Next Day Air,No,No,8,Cash,Monthly
3238,61,Seniors ,Female,T-shirt,Clothing,57,4835.31,Vermont,M,Gray,Summer,2.8,No,Bank Transfer,Express,No,No,4,Cash,Weekly
3239,25,Young adults,Female,Sneakers,Footwear,84,7125.72,Wyoming,XL,Teal,Fall,3.4,No,PayPal,2-Day Shipping,No,No,37,Cash,Quarterly
3240,33,adults,Female,Sunglasses,Accessories,32,2714.56,Colorado,M,Charcoal,Fall,2.7,No,Credit Card,2-Day Shipping,No,No,30,Cash,Monthly
3241,56,Middle-aged adults,Female,Sandals,Footwear,37,3138.71,West Virginia,M,Violet,Fall,3.8,No,Credit Card,2-Day Shipping,No,No,37,Bank Transfer,Monthly
3242,50,Middle-aged adults,Female,Handbag,Accessories,58,4920.14,Connecticut,M,Lavender,Summer,4.4,No,Credit Card,Store Pickup,No,No,30,PayPal,Quarterly
3243,45,adults,Female,Socks,Clothing,74,6277.42,Oregon,S,Beige,Fall,2.8,No,Cash,Express,No,No,17,Venmo,Weekly
3244,45,adults,Female,Hoodie,Clothing,99,8398.17,Idaho,L,Black,Summer,5,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3245,65,Seniors ,Female,Sweater,Clothing,81,6871.23,Arkansas,M,Black,Fall,4.7,No,Bank Transfer,Express,No,No,42,Credit Card,Annually
3246,63,Seniors ,Female,Pants,Clothing,76,6447.08,Kansas,M,Purple,Fall,3.2,No,PayPal,Next Day Air,No,No,20,Cash,Weekly
3247,70,Seniors ,Female,Sneakers,Footwear,98,8313.34,Michigan,M,Magenta,Summer,2.9,No,Venmo,Store Pickup,No,No,37,Cash,Monthly
3248,53,Middle-aged adults,Female,Gloves,Accessories,91,7719.53,Arkansas,M,Teal,Summer,3.7,No,Venmo,Express,No,No,12,PayPal,Fortnightly
3249,22,Young adults,Female,T-shirt,Clothing,79,6701.57,Pennsylvania,S,Teal,Summer,4.2,No,Venmo,Free Shipping,No,No,41,Bank Transfer,Quarterly
3250,26,Young adults,Female,Backpack,Accessories,83,7040.89,Virginia,M,Pink,Summer,3.4,No,Credit Card,Express,No,No,32,Credit Card,Quarterly
3251,23,Young adults,Female,Coat,Outerwear,90,7634.7,Minnesota,M,Teal,Spring,2.9,No,Cash,2-Day Shipping,No,No,15,Venmo,Weekly
3252,25,Young adults,Female,Coat,Outerwear,20,1696.6,Nevada,M,Gold,Winter,3.7,No,Debit Card,Standard,No,No,39,Venmo,Quarterly
3253,69,Seniors ,Female,Sandals,Footwear,21,1781.43,Montana,L,Brown,Spring,2.7,No,Bank Transfer,Store Pickup,No,No,48,Credit Card,Fortnightly
3254,36,adults,Female,Backpack,Accessories,60,5089.8,Nebraska,M,Brown,Fall,3.2,No,Debit Card,2-Day Shipping,No,No,8,Venmo,Fortnightly
3255,21,Young adults,Female,Sweater,Clothing,31,2629.73,Indiana,S,Magenta,Winter,4.9,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3256,57,Middle-aged adults,Female,Shorts,Clothing,40,3393.2,New Jersey,M,Black,Fall,2.8,No,Cash,Next Day Air,No,No,36,Bank Transfer,Monthly
3257,60,Middle-aged adults,Female,Sunglasses,Accessories,26,2205.58,Wisconsin,L,Teal,Winter,4.7,No,Cash,Free Shipping,No,No,50,Venmo,Every 3 Months
3258,44,adults,Female,Shirt,Clothing,98,8313.34,Minnesota,M,Brown,Fall,3.3,No,PayPal,Express,No,No,39,Venmo,Every 3 Months
3259,31,adults,Female,Shoes,Footwear,51,4326.33,New Jersey,M,Magenta,Spring,4.3,No,Debit Card,Express,No,No,11,Credit Card,Bi-Weekly
3260,57,Middle-aged adults,Female,Hat,Accessories,95,8058.85,Oklahoma,XL,Indigo,Fall,3.7,No,PayPal,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
3261,39,adults,Female,Scarf,Accessories,36,3053.88,Wisconsin,M,Violet,Summer,4.5,No,Bank Transfer,2-Day Shipping,No,No,7,Credit Card,Annually
3262,48,Middle-aged adults,Female,Belt,Accessories,52,4411.16,Rhode Island,L,Cyan,Winter,3.4,No,Bank Transfer,Store Pickup,No,No,50,Debit Card,Weekly
3263,42,adults,Female,T-shirt,Clothing,35,2969.05,Indiana,M,Violet,Spring,2.7,No,Cash,Standard,No,No,21,Cash,Every 3 Months
3264,56,Middle-aged adults,Female,Shorts,Clothing,68,5768.44,Vermont,S,Black,Fall,4.4,No,PayPal,Express,No,No,31,Debit Card,Fortnightly
3265,28,Young adults,Female,Pants,Clothing,50,4241.5,Maine,S,Charcoal,Winter,4,No,PayPal,Express,No,No,39,Cash,Bi-Weekly
3266,40,adults,Female,Sunglasses,Accessories,100,8483,Alabama,M,White,Winter,3.2,No,Credit Card,Express,No,No,28,Credit Card,Fortnightly
3267,49,Middle-aged adults,Female,Coat,Outerwear,74,6277.42,Alabama,S,Gray,Winter,4.2,No,Bank Transfer,Next Day Air,No,No,33,Bank Transfer,Weekly
3268,37,adults,Female,Hoodie,Clothing,45,3817.35,Idaho,L,Pink,Winter,3,No,Debit Card,Store Pickup,No,No,42,Credit Card,Quarterly
3269,22,Young adults,Female,Dress,Clothing,97,8228.51,Arkansas,M,Cyan,Fall,2.8,No,Cash,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
3270,27,Young adults,Female,Blouse,Clothing,60,5089.8,Ohio,M,Blue,Winter,4.9,No,Venmo,Express,No,No,25,Cash,Monthly
3271,59,Middle-aged adults,Female,Socks,Clothing,25,2120.75,Illinois,M,Indigo,Winter,4.7,No,Cash,Express,No,No,48,PayPal,Annually
3272,35,adults,Female,Socks,Clothing,55,4665.65,Nevada,XL,Magenta,Spring,4.4,No,Debit Card,Standard,No,No,30,Credit Card,Weekly
3273,58,Middle-aged adults,Female,Shoes,Footwear,99,8398.17,Texas,M,Lavender,Winter,3.1,No,Bank Transfer,Next Day Air,No,No,34,PayPal,Quarterly
3274,58,Middle-aged adults,Female,Belt,Accessories,45,3817.35,Nevada,S,Orange,Summer,2.6,No,Credit Card,Free Shipping,No,No,34,PayPal,Every 3 Months
3275,46,Middle-aged adults,Female,Sweater,Clothing,20,1696.6,Oklahoma,M,Cyan,Spring,3.9,No,Credit Card,Store Pickup,No,No,14,Cash,Fortnightly
3276,43,adults,Female,Pants,Clothing,88,7465.04,Alabama,XL,Green,Summer,2.6,No,Venmo,2-Day Shipping,No,No,2,Debit Card,Weekly
3277,39,adults,Female,Scarf,Accessories,99,8398.17,South Dakota,M,White,Summer,4,No,Credit Card,Store Pickup,No,No,41,PayPal,Every 3 Months
3278,59,Middle-aged adults,Female,Skirt,Clothing,86,7295.38,Texas,M,Blue,Spring,4.9,No,Cash,Store Pickup,No,No,3,Credit Card,Monthly
3279,59,Middle-aged adults,Female,Dress,Clothing,70,5938.1,Montana,M,Black,Summer,3.3,No,Debit Card,2-Day Shipping,No,No,18,Bank Transfer,Weekly
3280,59,Middle-aged adults,Female,Hat,Accessories,50,4241.5,Wyoming,S,Red,Fall,3,No,Credit Card,Express,No,No,1,Debit Card,Fortnightly
3281,45,adults,Female,Handbag,Accessories,57,4835.31,New York,L,Red,Winter,2.7,No,Credit Card,Next Day Air,No,No,5,PayPal,Monthly
3282,27,Young adults,Female,Pants,Clothing,69,5853.27,Oregon,L,Gold,Winter,3.1,No,Debit Card,Free Shipping,No,No,41,Bank Transfer,Annually
3283,24,Young adults,Female,T-shirt,Clothing,94,7974.02,California,M,Red,Fall,4.8,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Monthly
3284,47,Middle-aged adults,Female,Jacket,Outerwear,24,2035.92,North Carolina,L,Purple,Spring,2.9,No,Credit Card,Express,No,No,10,Debit Card,Every 3 Months
3285,70,Seniors ,Female,Scarf,Accessories,79,6701.57,Kentucky,L,White,Spring,4.5,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Annually
3286,58,Middle-aged adults,Female,Hat,Accessories,31,2629.73,Hawaii,XL,Magenta,Fall,4.6,No,PayPal,Free Shipping,No,No,11,Cash,Weekly
3287,45,adults,Female,Jacket,Outerwear,67,5683.61,Illinois,L,Pink,Winter,5,No,Venmo,Express,No,No,4,Venmo,Fortnightly
3288,24,Young adults,Female,Skirt,Clothing,63,5344.29,West Virginia,L,Black,Spring,4.3,No,PayPal,2-Day Shipping,No,No,38,Credit Card,Weekly
3289,67,Seniors ,Female,Handbag,Accessories,61,5174.63,South Carolina,XL,White,Spring,4.9,No,Debit Card,Next Day Air,No,No,19,Credit Card,Bi-Weekly
3290,31,adults,Female,Backpack,Accessories,50,4241.5,Montana,M,Maroon,Summer,4,No,Venmo,2-Day Shipping,No,No,16,Venmo,Every 3 Months
3291,52,Middle-aged adults,Female,Coat,Outerwear,82,6956.06,North Dakota,L,Black,Spring,3.1,No,Bank Transfer,Free Shipping,No,No,2,PayPal,Monthly
3292,29,Young adults,Female,Belt,Accessories,51,4326.33,New Mexico,L,Olive,Fall,2.6,No,Bank Transfer,2-Day Shipping,No,No,11,Cash,Monthly
3293,62,Seniors ,Female,Handbag,Accessories,23,1951.09,Missouri,L,Gray,Spring,4.9,No,Debit Card,Standard,No,No,18,Bank Transfer,Fortnightly
3294,19,Young adults,Female,Coat,Outerwear,91,7719.53,West Virginia,M,Gold,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Fortnightly
3295,62,Seniors ,Female,Sweater,Clothing,60,5089.8,South Carolina,S,Magenta,Spring,4.5,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3296,70,Seniors ,Female,Blouse,Clothing,34,2884.22,West Virginia,S,Lavender,Summer,2.8,No,PayPal,Next Day Air,No,No,15,Cash,Weekly
3297,20,Young adults,Female,Blouse,Clothing,23,1951.09,Alaska,M,Green,Spring,4.2,No,PayPal,Next Day Air,No,No,47,Venmo,Quarterly
3298,67,Seniors ,Female,Belt,Accessories,82,6956.06,West Virginia,M,Violet,Fall,4.1,No,Credit Card,Free Shipping,No,No,47,PayPal,Monthly
3299,65,Seniors ,Female,Jacket,Outerwear,73,6192.59,New Mexico,M,Brown,Fall,3.5,No,PayPal,Express,No,No,6,Bank Transfer,Every 3 Months
3300,45,adults,Female,Shorts,Clothing,32,2714.56,South Dakota,L,Teal,Spring,4,No,Bank Transfer,2-Day Shipping,No,No,18,Venmo,Monthly
3301,26,Young adults,Female,Hat,Accessories,80,6786.4,Oklahoma,M,Charcoal,Spring,4,No,Debit Card,Express,No,No,40,Bank Transfer,Bi-Weekly
3302,36,adults,Female,Pants,Clothing,58,4920.14,Oklahoma,XL,Charcoal,Summer,2.5,No,PayPal,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,36,adults,Female,Blouse,Clothing,82,6956.06,Alabama,XL,Beige,Winter,4.2,No,Venmo,Standard,No,No,31,Venmo,Bi-Weekly
3304,20,Young adults,Female,Belt,Accessories,60,5089.8,Mississippi,S,Turquoise,Summer,3.4,No,PayPal,Next Day Air,No,No,4,Credit Card,Fortnightly
3305,30,Young adults,Female,Handbag,Accessories,79,6701.57,Mississippi,XL,Orange,Fall,4.8,No,Debit Card,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3306,34,adults,Female,Hoodie,Clothing,41,3478.03,Nebraska,L,Cyan,Summer,4.9,No,Bank Transfer,Standard,No,No,31,PayPal,Bi-Weekly
3307,63,Seniors ,Female,Jacket,Outerwear,39,3308.37,Colorado,L,Orange,Summer,3.6,No,Cash,Store Pickup,No,No,6,Venmo,Fortnightly
3308,18,children,Female,Scarf,Accessories,36,3053.88,Pennsylvania,S,Green,Winter,4,No,Credit Card,Store Pickup,No,No,1,Cash,Monthly
3309,55,Middle-aged adults,Female,Jeans,Clothing,70,5938.1,Utah,M,Pink,Fall,2.6,No,Venmo,Express,No,No,29,Cash,Monthly
